id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
1055405,TX,INDIVIDUAL,10+ years,WALMART,C,OWN,11-12-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1286957,credit card,C5, 36 months,Verified,60000.0,0.1952,527.06,0.1596,15000,19,18974
617717,NY,INDIVIDUAL,5 years,United Nations,A,RENT,10-12-2021,16-05-2021,11-08-2021,Charged Off,11-09-2021,791915,credit card,A4, 36 months,Verified,54000.0,0.1604,343.48,0.0654,18000,39,2743
464069,CA,INDIVIDUAL,9 years,SPF Transfer,C,RENT,09-12-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,581399,other,C3, 36 months,Not Verified,60000.0,0.206,50.96,0.1357,1500,15,1834
580898,CA,INDIVIDUAL,< 1 year,InVisage Technologies Inc.,C,RENT,10-09-2021,14-08-2021,13-10-2021,Fully Paid,13-11-2021,746693,credit card,C2, 36 months,Verified,80000.0,0.0805,339.89,0.1361,10000,20,12237
641015,OH,INDIVIDUAL,8 years,JP Morgan Chase,B,MORTGAGE,10-12-2021,16-03-2021,13-03-2021,Fully Paid,13-04-2021,820566,Debt consolidation,B1, 36 months,Source Verified,98080.0,0.1414,634.88,0.0888,20000,24,22605
463703,VA,INDIVIDUAL,8 years,Madison County Public Schools,A,OWN,09-12-2021,15-12-2021,12-12-2021,Fully Paid,12-01-2022,580691,Debt consolidation,A5, 36 months,Not Verified,762000.0,0.0169,317.72,0.0894,10000,16,11438
887748,MD,INDIVIDUAL,5 years,DELAWARE VALLEY WHOLESALE FLORIST,D,OWN,11-09-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,1103951,home improvement,D2, 60 months,Source Verified,50000.0,0.1912,316.54,0.1677,12800,23,17422
986906,KS,INDIVIDUAL,2 years,Siemens Healthcare,C,MORTGAGE,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,1210896,credit card,C1, 36 months,Verified,75000.0,0.176,678.61,0.1349,20000,28,24430
359401,CA,INDIVIDUAL,2 years,DMS Marketing,C,RENT,08-10-2021,16-05-2021,09-09-2021,Charged Off,09-10-2021,366581,car,C3, 36 months,Not Verified,48000.0,0.1753,200.47,0.1241,6000,14,5104
1036030,NC,INDIVIDUAL,10+ years,Beaufort County Comm College,B,RENT,11-11-2021,15-03-2021,14-09-2021,Fully Paid,14-10-2021,1265695,medical,B1, 36 months,Source Verified,53000.0,0.1732,161.13,0.0991,5000,26,5793
725939,CA,INDIVIDUAL,10+ years,Los Angeles Police Department,E,RENT,11-05-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,921260,credit card,E3, 60 months,Source Verified,83374.0,0.1638,258.26,0.1879,10000,23,1544
619895,GA,INDIVIDUAL,9 years,Hewlett Packard - Federal Consulting,A,MORTGAGE,10-12-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,794513,house,A3, 36 months,Verified,105000.0,0.1231,458.25,0.0617,24000,48,16498
332499,PA,INDIVIDUAL,9 years,Independence Blue Cross,D,RENT,08-04-2021,14-09-2021,09-11-2021,Fully Paid,09-12-2021,328729,Debt consolidation,D2, 36 months,Not Verified,34000.0,0.2033,154.82,0.1292,4600,22,5335
893046,CA,INDIVIDUAL,1 year,Total Beauty,B,RENT,11-09-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,1110093,Debt consolidation,B3, 36 months,Source Verified,69996.0,0.204,317.53,0.1171,9600,22,9962
643239,MA,INDIVIDUAL,3 years,paul revere transportation llc,B,RENT,11-01-2021,16-04-2021,14-01-2021,Fully Paid,14-02-2021,823207,Debt consolidation,B5, 36 months,Not Verified,42000.0,0.0503,291.93,0.1036,9000,16,10510
469094,LA,INDIVIDUAL,< 1 year,,D,RENT,09-12-2021,16-05-2021,13-01-2021,Fully Paid,13-02-2021,591333,small business,D2, 36 months,Not Verified,75000.0,0.0702,554.32,0.1496,16000,12,19824
848279,MA,INDIVIDUAL,7 years,Cooley Manion Jones LLP,D,MORTGAGE,11-08-2021,16-04-2021,13-10-2021,Fully Paid,13-11-2021,1059868,Debt consolidation,D5, 36 months,Verified,185000.0,0.1632,1005.12,0.1749,28000,41,35426
603211,CT,INDIVIDUAL,10+ years,Hospital of Saint Raphaels,B,MORTGAGE,10-10-2021,14-02-2021,12-02-2021,Fully Paid,12-03-2021,774002,Debt consolidation,B5, 60 months,Verified,80000.0,0.2134,535.62,0.1036,25000,35,27939
876417,FL,INDIVIDUAL,10+ years,Baptist Health Systems of South Florida,B,MORTGAGE,11-09-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,1090982,Debt consolidation,B3, 36 months,Not Verified,78000.0,0.1805,392.81,0.1099,12000,27,14141
992463,TX,INDIVIDUAL,7 years,Energy Service Co.,B,MORTGAGE,11-10-2021,15-01-2021,12-08-2021,Fully Paid,12-09-2021,1216965,Debt consolidation,B2, 36 months,Not Verified,95000.0,0.1907,325.74,0.1065,10000,14,10586
825805,PA,INDIVIDUAL,10+ years,Dicks Sporting Goods,B,MORTGAGE,11-07-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,1034631,Debt consolidation,B3, 36 months,Not Verified,54000.0,0.246,278.24,0.1099,8500,37,9979
503941,NY,INDIVIDUAL,2 years,J.M. McDonald Sports Complex,C,RENT,10-04-2021,15-01-2021,13-05-2021,Fully Paid,13-06-2021,648689,Debt consolidation,C5, 36 months,Not Verified,32000.0,0.2483,265.71,0.1422,7750,24,9566
408353,AZ,INDIVIDUAL,10+ years,Holbrook School District,A,MORTGAGE,09-05-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,458406,educational,A5, 36 months,Not Verified,110000.0,0.1181,160.48,0.0963,5000,35,5777
365868,CT,INDIVIDUAL,10+ years,Michaels Hess,D,RENT,08-12-2021,12-03-2021,09-05-2021,Fully Paid,09-06-2021,375066,small business,D1, 36 months,Not Verified,33280.0,0.1377,171.15,0.1411,5000,15,5281
678881,WV,INDIVIDUAL,10+ years,"James G. Gibson, DDS",B,MORTGAGE,11-03-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,867279,Debt consolidation,B5, 60 months,Not Verified,36000.0,0.205,397.26,0.1111,18225,35,21872
812580,OH,INDIVIDUAL,< 1 year,Pleasants County Schools,B,OWN,11-07-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,1019748,Debt consolidation,B3, 36 months,Verified,52000.0,0.24,523.75,0.1099,16000,43,18780
439472,TX,INDIVIDUAL,2 years,Randall County Texas,A,MORTGAGE,09-09-2021,12-09-2021,12-10-2021,Fully Paid,12-11-2021,530937,other,A4, 36 months,Not Verified,63000.0,0.1697,126.45,0.0859,4000,13,4552
475751,FL,INDIVIDUAL,1 year,Fidelity National Financial,B,RENT,10-01-2021,12-08-2021,12-07-2021,Fully Paid,12-08-2021,602423,Debt consolidation,B2, 36 months,Verified,125000.0,0.1041,799.49,0.1148,24250,33,28590
1032251,GA,INDIVIDUAL,3 years,Province Consulting Group,C,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1261914,Debt consolidation,C1, 60 months,Not Verified,38000.0,0.114,345.08,0.1349,15000,13,18255
815793,MA,INDIVIDUAL,7 years,universal,B,MORTGAGE,11-07-2021,14-07-2021,14-08-2021,Fully Paid,14-09-2021,1023480,wedding,B5, 36 months,Source Verified,66000.0,0.0216,132.84,0.1199,4000,17,4782
771304,FL,INDIVIDUAL,< 1 year,Charter Schools USA,B,MORTGAGE,11-06-2021,13-11-2021,13-07-2021,Charged Off,13-08-2021,973062,small business,B5, 60 months,Not Verified,85000.0,0.0977,293.01,0.1199,13175,12,7554
657321,NJ,INDIVIDUAL,10+ years,Williams Scotsman,A,RENT,11-01-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,840647,Debt consolidation,A1, 36 months,Not Verified,55000.0,0.1636,180.96,0.0542,6000,15,6515
661886,WA,INDIVIDUAL,3 years,Skagit Valley Hospital,D,RENT,11-01-2021,16-02-2021,16-02-2021,Fully Paid,16-03-2021,846458,Debt consolidation,D3, 60 months,Source Verified,28632.0,0.0683,143.63,0.1528,6000,7,8617
827017,NY,INDIVIDUAL,7 years,Fordham University,B,RENT,11-07-2021,16-04-2021,16-05-2021,Current,16-06-2021,1035937,Debt consolidation,B1, 60 months,Not Verified,51996.0,0.1509,159.32,0.0999,7500,17,9076
829828,NJ,INDIVIDUAL,4 years,Eisai Inc,D,MORTGAGE,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1038954,medical,D1, 36 months,Not Verified,214200.0,0.1338,328.72,0.1562,9400,19,11834
640639,KS,INDIVIDUAL,5 years,Harrahs Casino,B,RENT,10-12-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,800584,moving,B4, 60 months,Source Verified,42000.0,0.128,318.64,0.0999,15000,14,17840
781044,NY,INDIVIDUAL,3 years,Morrell & Company,A,RENT,11-06-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,983867,other,A5, 36 months,Not Verified,31000.0,0.1421,225.45,0.089,7100,11,8116
493311,NJ,INDIVIDUAL,10+ years,Marlton Rehab,A,MORTGAGE,10-03-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,631052,medical,A2, 36 months,Not Verified,75000.0,0.0232,153.85,0.0676,5000,39,5539
736077,NJ,INDIVIDUAL,2 years,Medford Ford,A,MORTGAGE,11-04-2021,15-06-2021,12-06-2021,Fully Paid,12-07-2021,932898,Debt consolidation,A3, 36 months,Source Verified,64000.0,0.174,277.57,0.0692,9000,26,9571
660473,TX,INDIVIDUAL,1 year,AT&T,B,MORTGAGE,11-01-2021,15-08-2021,14-02-2021,Fully Paid,14-03-2021,844733,credit card,B1, 36 months,Source Verified,25000.0,0.1867,32.1,0.0963,1000,6,1155
820865,CA,INDIVIDUAL,4 years,American Conservatory Theater,A,RENT,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1029115,credit card,A3, 36 months,Source Verified,47000.0,0.0812,86.45,0.0699,2800,8,3112
1062288,DC,INDIVIDUAL,2 years,Feld Entertainment,B,MORTGAGE,11-12-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,1294350,credit card,B1, 36 months,Source Verified,36000.0,0.2293,435.04,0.0991,13500,15,15622
716609,FL,INDIVIDUAL,4 years,Emerald Coast Aviation,B,MORTGAGE,11-04-2021,16-01-2021,16-01-2021,Fully Paid,16-02-2021,910565,Debt consolidation,B2, 60 months,Source Verified,50000.0,0.0374,254.97,0.1,12000,14,15288
1042138,GA,INDIVIDUAL,6 years,AT&T,C,RENT,11-11-2021,16-04-2021,14-10-2021,Fully Paid,14-11-2021,1272414,home improvement,C1, 36 months,Verified,83000.0,0.1683,237.52,0.1349,7000,17,8543
549583,WA,INDIVIDUAL,4 years,USPTO,B,RENT,10-07-2021,16-05-2021,15-06-2021,Fully Paid,15-07-2021,708462,credit card,B5, 60 months,Verified,85000.0,0.1345,532.18,0.1186,24000,40,31946
623674,MA,INDIVIDUAL,6 years,Maxwell Architects LLC,B,RENT,10-12-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,799272,credit card,B2, 36 months,Not Verified,50000.0,0.2306,319.17,0.0925,10000,23,11490
796979,VA,INDIVIDUAL,< 1 year,"Sun Trust Investment Services, Inc",E,MORTGAGE,11-06-2021,15-12-2021,12-09-2021,Fully Paid,12-10-2021,1001891,Debt consolidation,E1, 60 months,Source Verified,61000.0,0.135,380.82,0.1799,15000,24,17922
986843,MI,INDIVIDUAL,1 year,La Vida,A,RENT,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,1210823,Debt consolidation,A2, 36 months,Not Verified,30000.0,0.2588,340.82,0.0662,11100,23,12269
765334,MO,INDIVIDUAL,3 years,Cox Health,B,MORTGAGE,11-05-2021,16-02-2021,14-05-2021,Fully Paid,14-06-2021,966197,Debt consolidation,B3, 36 months,Source Verified,60000.0,0.1664,589.22,0.1099,18000,49,21206
768020,TX,INDIVIDUAL,3 years,Alief ISD,D,MORTGAGE,11-05-2021,12-12-2021,12-01-2021,Fully Paid,12-02-2021,969221,Debt consolidation,D1, 36 months,Verified,49633.0,0.1156,314.73,0.1562,9000,21,9765
1028780,NJ,INDIVIDUAL,2 years,Cognizant Technology Solutions,C,RENT,11-11-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,1258132,Debt consolidation,C2, 36 months,Not Verified,85000.0,0.1609,548.95,0.1427,16000,19,19403
684314,CA,INDIVIDUAL,10+ years,Los Angeles County,B,MORTGAGE,11-02-2021,16-05-2021,11-08-2021,Fully Paid,11-09-2021,873766,car,B5, 60 months,Source Verified,93600.0,0.1379,130.79,0.1111,6000,29,6271
373930,TX,INDIVIDUAL,5 years,CUNA Mutual Group,C,MORTGAGE,09-01-2021,15-01-2021,11-02-2021,Fully Paid,11-03-2021,385203,small business,C2, 36 months,Verified,116000.0,0.081,504.27,0.1284,15000,37,17778
766151,CA,INDIVIDUAL,10+ years,DENT FIX EQUIPMENT,E,MORTGAGE,11-06-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,967132,Debt consolidation,E1, 36 months,Source Verified,85000.0,0.0635,130.14,0.1799,3600,16,4680
436579,WA,INDIVIDUAL,10+ years,Union Pacific Railroad,C,RENT,09-08-2021,16-05-2021,10-10-2021,Charged Off,10-11-2021,522990,Debt consolidation,C4, 36 months,Not Verified,73000.0,0.2168,170.69,0.1392,5000,38,2046
994423,TX,INDIVIDUAL,10+ years,,D,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1218840,Debt consolidation,D2, 60 months,Source Verified,85000.0,0.0295,865.52,0.1677,35000,11,46682
713700,FL,INDIVIDUAL,10+ years,FAA,E,MORTGAGE,11-04-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,906983,major purchase,E2, 60 months,Verified,180000.0,0.1609,494.59,0.1677,20000,45,25386
497873,TX,INDIVIDUAL,6 years,Texas Tech University,B,RENT,10-03-2021,12-10-2021,12-09-2021,Charged Off,12-10-2021,638341,Debt consolidation,B5, 36 months,Not Verified,50307.36,0.2345,329.12,0.1136,10000,18,9543
502320,MO,INDIVIDUAL,< 1 year,"KPMG, LLP",B,RENT,10-04-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,645916,car,B1, 36 months,Verified,53000.0,0.1872,225.48,0.0988,7000,9,8036
980473,TX,INDIVIDUAL,2 years,Tyson Foods Inc.,D,MORTGAGE,11-10-2021,16-05-2021,16-05-2021,Current,16-06-2021,1203664,moving,D5, 60 months,Verified,58000.0,0.167,744.83,0.1825,29175,17,40160
517657,NY,INDIVIDUAL,4 years,NYC PARKS & RECREATION,C,RENT,10-05-2021,11-08-2021,11-04-2021,Charged Off,11-05-2021,669056,other,C1, 36 months,Not Verified,40000.0,0.1668,167.83,0.1273,5000,37,1704
779908,MI,INDIVIDUAL,7 years,American Metal Roofs,E,MORTGAGE,11-06-2021,14-09-2021,14-06-2021,Fully Paid,14-07-2021,982675,credit card,E4, 36 months,Verified,96000.0,0.1679,116.3,0.2069,3100,12,4189
797241,WI,INDIVIDUAL,3 years,Generac,C,MORTGAGE,11-07-2021,16-05-2021,13-12-2021,Charged Off,13-01-2022,1002189,credit card,C1, 36 months,Not Verified,27385.0,0.1919,67.38,0.1299,2000,19,1884
1066232,MO,INDIVIDUAL,10+ years,First National Bank of St. Louis,B,RENT,11-12-2021,16-05-2021,14-04-2021,Charged Off,14-05-2021,1300594,credit card,B4, 36 months,Source Verified,39000.0,0.1831,334.16,0.1242,10000,19,11605
882709,MO,INDIVIDUAL,2 years,Jefferson Regional Medical Center,A,MORTGAGE,11-09-2021,14-09-2021,11-12-2021,Fully Paid,11-01-2022,1097955,other,A3, 36 months,Not Verified,43200.0,0.1561,155.56,0.0751,5000,34,5092
557642,MA,INDIVIDUAL,8 years,SARAT FORD SALES,B,MORTGAGE,10-08-2021,11-07-2021,11-07-2021,Fully Paid,11-08-2021,717958,other,B3, 60 months,Not Verified,60000.0,0.117,207.13,0.1112,9500,39,10330
600199,TX,INDIVIDUAL,3 years,City of Wylie,B,MORTGAGE,10-10-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,770344,Debt consolidation,B1, 36 months,Not Verified,51996.0,0.2396,444.42,0.0888,14000,17,15999
486993,NY,INDIVIDUAL,6 years,Archbishop Molloy High School,B,RENT,10-02-2021,15-07-2021,10-06-2021,Fully Paid,10-07-2021,620731,Debt consolidation,B1, 36 months,Verified,54660.0,0.1939,547.58,0.0988,17000,20,17392
1066639,AZ,INDIVIDUAL,< 1 year,RMS/iQor,C,OWN,11-12-2021,15-12-2021,15-01-2021,Fully Paid,15-02-2021,1300831,Debt consolidation,C1, 36 months,Source Verified,25000.0,0.0845,251.09,0.1349,7400,13,9039
354297,MD,INDIVIDUAL,2 years,Sears,C,OTHER,08-09-2021,11-02-2021,11-03-2021,Fully Paid,11-04-2021,358343,other,C4, 36 months,Not Verified,92000.0,0.0506,165.77,0.1222,6000,11,5939
1057770,CO,INDIVIDUAL,10+ years,Regional Transportation District,E,MORTGAGE,11-12-2021,16-02-2021,16-01-2021,Fully Paid,16-02-2021,1289135,Debt consolidation,E5, 60 months,Verified,85000.0,0.1254,933.14,0.203,35000,20,55139
436243,MI,INDIVIDUAL,2 years,Trinity Health,A,MORTGAGE,09-08-2021,10-11-2021,10-11-2021,Fully Paid,10-12-2021,521802,other,A4, 36 months,Verified,52000.0,0.216,189.67,0.0859,6000,20,6504
799203,CA,INDIVIDUAL,1 year,Asian American Donor Program,C,RENT,11-06-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,1004425,Debt consolidation,C2, 36 months,Not Verified,43000.0,0.2489,142.51,0.1349,4200,6,4822
598465,MD,INDIVIDUAL,10+ years,Library of Congress,G,RENT,10-10-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,768088,Debt consolidation,G2, 60 months,Verified,67114.0,0.0449,535.8,0.2053,20000,9,28987
988592,CA,INDIVIDUAL,4 years,UCSF Police Department,E,RENT,11-11-2021,16-04-2021,14-04-2021,Fully Paid,14-05-2021,1212470,Debt consolidation,E4, 60 months,Verified,33000.0,0.1538,481.94,0.1991,18225,19,25583
1039965,CA,INDIVIDUAL,4 years,Army,C,MORTGAGE,11-12-2021,15-11-2021,13-05-2021,Fully Paid,13-06-2021,1269917,house,C2, 60 months,Verified,40000.0,0.006,468.17,0.1427,20000,23,22330
840246,NY,INDIVIDUAL,5 years,The Hartford,B,MORTGAGE,11-08-2021,14-08-2021,14-09-2021,Fully Paid,14-10-2021,1050598,major purchase,B4, 36 months,Verified,68000.0,0.0999,329.72,0.1149,10000,23,11870
472837,PA,INDIVIDUAL,6 years,SAP America,A,MORTGAGE,10-01-2021,10-06-2021,10-06-2021,Fully Paid,10-07-2021,597142,other,A5, 36 months,Not Verified,86000.0,0.1743,317.72,0.0894,10000,48,10355
317541,NY,INDIVIDUAL,2 years,Lord Abbett,B,RENT,08-03-2021,15-10-2021,11-03-2021,Fully Paid,11-04-2021,316240,credit card,B2, 36 months,Not Verified,48000.0,0.1765,96.47,0.0976,3000,15,3472
997381,NC,INDIVIDUAL,2 years,Bank of America,A,RENT,11-11-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,1222259,Debt consolidation,A4, 36 months,Verified,75000.0,0.2046,225.29,0.079,7200,22,8096
877457,MO,INDIVIDUAL,1 year,Branson Airport,B,RENT,11-09-2021,15-07-2021,14-09-2021,Fully Paid,14-10-2021,1092179,moving,B2, 36 months,Source Verified,29120.0,0.1929,221.31,0.1059,6800,15,7967
484753,MO,INDIVIDUAL,3 years,Family Counseling Center,A,MORTGAGE,10-02-2021,15-08-2021,13-03-2021,Fully Paid,13-04-2021,617308,educational,A3, 36 months,Not Verified,36000.0,0.1527,241.33,0.0714,7800,14,8689
635866,MI,INDIVIDUAL,10+ years,Guardian Industries Corp.,B,MORTGAGE,10-12-2021,16-01-2021,16-01-2021,Fully Paid,16-02-2021,814566,Debt consolidation,B5, 60 months,Verified,85000.0,0.0302,428.5,0.1036,20000,17,25710
675756,NC,INDIVIDUAL,2 years,Credit Suisse,D,RENT,11-02-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,863595,other,D3, 36 months,Not Verified,108000.0,0.1562,348.03,0.1528,10000,17,12669
360894,MI,INDIVIDUAL,3 years,Accenture,C,RENT,08-11-2021,16-01-2021,11-11-2021,Fully Paid,11-12-2021,368911,small business,C4, 36 months,Verified,58600.0,0.0051,268.48,0.1272,8000,22,9665
548537,GA,INDIVIDUAL,2 years,Fresh Express,E,RENT,10-07-2021,12-01-2021,12-01-2021,Fully Paid,12-02-2021,707182,other,E4, 60 months,Not Verified,44904.0,0.0182,125.78,0.1756,5000,14,6046
829473,MT,INDIVIDUAL,< 1 year,,B,MORTGAGE,11-08-2021,16-04-2021,14-02-2021,Fully Paid,14-03-2021,1038579,moving,B3, 60 months,Source Verified,60000.0,0.125,760.82,0.1099,35000,30,42703
560007,DE,INDIVIDUAL,7 years,US Army,B,RENT,10-08-2021,11-08-2021,11-03-2021,Charged Off,11-04-2021,720818,credit card,B5, 36 months,Source Verified,33600.0,0.1986,298.33,0.1186,9000,18,2467
659394,CO,INDIVIDUAL,10+ years,Costco Wholesale,D,RENT,11-01-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,843337,major purchase,D5, 36 months,Verified,84996.0,0.1083,105.51,0.1602,3000,5,3790
454945,IL,INDIVIDUAL,2 years,Applied Systems,D,RENT,09-11-2021,15-11-2021,12-11-2021,Fully Paid,12-12-2021,563848,Debt consolidation,D3, 36 months,Not Verified,34500.0,0.2035,400.38,0.1531,11500,19,14414
438501,FL,INDIVIDUAL,3 years,State of Florida,A,MORTGAGE,09-09-2021,16-01-2021,11-06-2021,Fully Paid,11-07-2021,528129,Debt consolidation,A4, 36 months,Not Verified,41000.0,0.1092,316.11,0.0859,10000,17,11058
214388,CA,INDIVIDUAL,10+ years,United Parcel Service,E,RENT,08-01-2021,16-05-2021,09-04-2021,Charged Off,09-05-2021,199014,Debt consolidation,E4, 36 months,Not Verified,76000.0,0.0711,692.14,0.1488,20000,16,9689
1049899,PA,INDIVIDUAL,3 years,"ND Accounting & Consulting, PC",C,OWN,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,1281107,Debt consolidation,C3, 36 months,Not Verified,107800.0,0.1454,179.37,0.1465,5200,34,6472
607137,TX,INDIVIDUAL,< 1 year,Check into Cash,B,RENT,10-11-2021,15-03-2021,13-11-2021,Fully Paid,13-12-2021,778880,small business,B2, 36 months,Source Verified,16800.0,0.1036,159.59,0.0925,5000,11,5745
574689,GA,INDIVIDUAL,2 years,WTVM-TV (ABC),D,RENT,10-09-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,739300,Debt consolidation,D4, 36 months,Source Verified,45000.0,0.1888,42.16,0.1595,1200,10,1518
472168,NY,INDIVIDUAL,4 years,New York State Dept of Transportation,B,MORTGAGE,09-12-2021,11-12-2021,11-11-2021,Fully Paid,11-12-2021,596123,other,B1, 36 months,Not Verified,67222.0,0.0964,328.04,0.1114,10000,26,11506
602308,MI,INDIVIDUAL,8 years,Michigan Air National Guard,C,MORTGAGE,10-10-2021,16-05-2021,11-10-2021,Fully Paid,11-11-2021,772803,Debt consolidation,C2, 36 months,Source Verified,62100.0,0.2,53.62,0.1261,1600,34,1763
426527,NJ,INDIVIDUAL,< 1 year,TD Bank,C,RENT,09-11-2021,15-08-2021,11-09-2021,Fully Paid,11-10-2021,463633,credit card,C3, 36 months,Not Verified,16000.0,0.0735,271.75,0.1357,8000,17,9437
1069093,MN,INDIVIDUAL,5 years,grandma kitchen,D,RENT,11-12-2021,16-05-2021,09-01-2021,Charged Off,09-02-2021,1303740,Debt consolidation,D3, 60 months,Source Verified,30000.0,0.1316,223.11,0.1727,12500,28,5578
502525,NY,INDIVIDUAL,4 years,New York City Department of Corrections,B,RENT,10-04-2021,13-04-2021,11-03-2021,Fully Paid,11-04-2021,646276,Debt consolidation,B3, 36 months,Not Verified,53000.0,0.0412,325.6,0.1062,10000,16,10789
719485,NY,INDIVIDUAL,1 year,The National Association of Asian MBAs,F,RENT,11-04-2021,16-05-2021,15-06-2021,Fully Paid,15-07-2021,913827,other,F1, 60 months,Verified,40000.0,0.2256,404.65,0.1825,15850,32,24010
880065,IL,INDIVIDUAL,6 years,Best Buy,C,RENT,11-09-2021,15-06-2021,12-08-2021,Fully Paid,12-09-2021,1095018,Debt consolidation,C1, 36 months,Verified,36000.0,0.1853,152.69,0.1349,4500,8,4991
467830,TX,INDIVIDUAL,1 year,Southern Acquisitions,C,RENT,09-12-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,588804,Debt consolidation,C1, 36 months,Not Verified,52800.0,0.1716,269.07,0.1287,8000,22,8941
1024144,IL,INDIVIDUAL,9 years,2800 Lake Shore Drive Comdominiun Associ,B,RENT,11-11-2021,16-03-2021,14-12-2021,Fully Paid,14-01-2022,1253257,other,B4, 36 months,Not Verified,31200.0,0.1504,100.25,0.1242,3000,17,3609
547532,VA,INDIVIDUAL,10+ years,NAVFACMIDLANT - US GOVERNMENT,B,MORTGAGE,10-07-2021,16-05-2021,15-08-2021,Fully Paid,15-09-2021,705974,Debt consolidation,B4, 60 months,Verified,62000.0,0.2317,533.2,0.1149,24250,44,32013
590869,CA,INDIVIDUAL,6 years,Vinculums,A,MORTGAGE,10-10-2021,13-08-2021,13-04-2021,Charged Off,13-05-2021,758930,credit card,A4, 36 months,Verified,92040.0,0.1007,306.68,0.0654,10000,32,8722
858997,VA,INDIVIDUAL,7 years,phi delta theta,C,MORTGAGE,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1071610,credit card,C2, 36 months,Not Verified,43000.0,0.2269,203.59,0.1349,6000,37,7329
842054,CA,INDIVIDUAL,10+ years,Warner Bros. Film Distribution Inc,B,RENT,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1052667,Debt consolidation,B5, 36 months,Verified,73000.0,0.0376,451.65,0.1199,13600,22,16259
985801,OH,INDIVIDUAL,10+ years,Dept Veteran Affairs,C,MORTGAGE,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1209284,credit card,C3, 36 months,Verified,53000.0,0.1974,396.69,0.1465,11500,24,14281
605373,VA,INDIVIDUAL,3 years,Inova Health System,C,RENT,10-10-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,776623,Debt consolidation,C3, 36 months,Not Verified,24996.0,0.0941,252.64,0.1298,7500,9,9096
761949,CA,INDIVIDUAL,7 years,Feliz & Associates Inc,A,RENT,11-05-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,962439,Debt consolidation,A3, 36 months,Verified,48000.0,0.2782,154.37,0.0699,5000,48,5557
1035582,TX,INDIVIDUAL,4 years,AlertLogic,E,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Fully Paid,16-06-2021,1265229,credit card,E2, 60 months,Not Verified,65000.0,0.153,311.49,0.1903,12000,23,18570
359789,MA,INDIVIDUAL,10+ years,UPS-SCS,B,RENT,08-10-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,367230,Debt consolidation,B3, 36 months,Not Verified,39000.0,0.1822,391.9,0.1083,12000,15,13921
860642,WI,INDIVIDUAL,3 years,B & G Foods,C,RENT,11-08-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,1073457,Debt consolidation,C2, 36 months,Not Verified,43000.0,0.1239,84.83,0.1349,2500,13,2595
